1	2	1.3582276188777718
2	1	1.3582276188777718
1	3	1.628566591185238
3	1	1.628566591185238
1	4	1.9515497029482873
4	1	1.9515497029482873
1	5	2.2732677598911195
5	1	2.2732677598911195
1	6	2.0412161142319283
6	1	2.0412161142319283
1	7	1.283248030612502
7	1	1.283248030612502
1	8	1.8660128652090417
8	1	1.8660128652090417
1	9	2.5005728708337482
9	1	2.5005728708337482
1	10	2.6638306980032667
10	1	2.6638306980032667
1	11	2.6922149933243786
11	1	2.6922149933243786
1	13	2.6162450412165215
13	1	2.6162450412165215
1	14	2.739044921812769
14	1	2.739044921812769
1	15	2.6763790567617973
15	1	2.6763790567617973
1	16	2.600864965632546
16	1	2.600864965632546
1	17	2.515948982725501
17	1	2.515948982725501
1	18	2.6997147247748385
18	1	2.6997147247748385
1	20	2.5432634081407572
20	1	2.5432634081407572
1	21	2.634733399852578
21	1	2.634733399852578
2	3	0.3701314340401079
3	2	0.3701314340401079
2	4	0.8434243343266965
4	2	0.8434243343266965
2	5	1.3033415196582088
5	2	1.3033415196582088
2	6	1.2145018822719045
6	2	1.2145018822719045
2	7	0.7152933074507172
7	2	0.7152933074507172
2	8	0.7153161191979556
8	2	0.7153161191979556
2	9	1.685045895379481
9	2	1.685045895379481
2	10	2.0721222516900157
10	2	2.0721222516900157
2	11	1.869882976096172
11	2	1.869882976096172
2	13	1.774222764930224
13	2	1.774222764930224
2	14	2.342982558543945
14	2	2.342982558543945
2	15	1.9745078746976643
15	2	1.9745078746976643
2	16	1.7660668702859301
16	2	1.7660668702859301
2	17	1.7052884411647717
17	2	1.7052884411647717
2	18	1.9136536169814484
18	2	1.9136536169814484
2	20	1.6550822940037533
20	2	1.6550822940037533
2	21	1.8360158697822153
21	2	1.8360158697822153
3	4	0.5555982434558037
4	3	0.5555982434558037
3	5	1.4299067306466635
5	3	1.4299067306466635
3	6	0.9640921069966328
6	3	0.9640921069966328
3	7	0.650950754680174
7	3	0.650950754680174
3	8	0.4171453278324095
8	3	0.4171453278324095
3	9	1.4988770678766687
9	3	1.4988770678766687
3	10	1.9194657854369213
10	3	1.9194657854369213
3	11	1.6813635404064684
11	3	1.6813635404064684
3	13	1.599040594251583
13	3	1.599040594251583
3	14	2.210378803167773
14	3	2.210378803167773
3	15	1.7940718139719258
15	3	1.7940718139719258
3	16	1.5918339485432804
16	3	1.5918339485432804
3	17	1.5212569251244419
17	3	1.5212569251244419
3	18	1.7262716424704192
18	3	1.7262716424704192
3	20	1.449024273201641
20	3	1.449024273201641
3	21	1.64221204730323
21	3	1.64221204730323
4	5	1.6330974004739593
5	4	1.6330974004739593
4	6	0.8067674889785506
6	4	0.8067674889785506
4	7	1.1749658204047713
7	4	1.1749658204047713
4	8	0.17508789172405023
8	4	0.17508789172405023
4	9	1.1315843770989364
9	4	1.1315843770989364
4	10	1.6358947245815778
10	4	1.6358947245815778
4	11	1.5347658553774155
11	4	1.5347658553774155
4	13	1.3274960878652373
