	0	17	25	44	66	75	90
62	0.0	0.0	0.0	0.273	0.7809999999999999	1.0	1.0
20	0.0	0.0	0.0	0.0	0.0	1.0	1.0
21	0.0	0.0	0.0	0.0	0.0	1.0	1.0
22	0.0	0.0	0.0	0.0	0.0	1.0	1.0
23	0.0	0.0	0.0	0.0	0.0	1.0	1.0
74	0.0	0.0	0.0	1.0	0.0	1.0	1.0
117	0.0	0.0	0.0	0.0	0.0	1.0	1.0
25	0.0	0.0	0.0	1.0	0.0	1.0	1.0
126	0.0	0.9359999999999999	0.0	0.938	0.922	0.92	0.0
80	0.0	0.0	1.0	0.0	0.0	1.0	1.0
19	0.0	0.0	0.0	0.0	0.0	1.0	1.0
64	0.0	0.0	0.0	0.39	0.46299999999999997	0.09	0.10099999999999999
187	0.0	0.38	0.43200000000000005	0.0	0.0	0.0	0.0
147	0.0	0.228	0.281	0.21899999999999997	0.264	0.0	0.0
136|138	0.0	0.1555	0.21150000000000002	0.073	0.0	0.105	0.0
95|158	0.0	0.081	0.14900000000000002	0.0	0.1395	0.0435	0.0665
189|124	0.0	0.1045	0.166	0.0	0.0	0.0	0.0
162|68	0.0	0.1385	0.0	0.1595	0.0	0.0	0.0
52|63	0.0	0.0	0.0	0.0	0.055	0.3575	0.427
92|213|93	0.0	0.0	0.074	0.125	0.258	0.21566666666666667	0.18200000000000002
41|154|94|99|105|11|214|51|42	0.0	0.0	0.16755555555555557	0.08033333333333333	0.14944444444444444	0.0488888888888889	0.16233333333333333
132|109|37|47|86|101|161|188|155	0.0	0.13155555555555556	0.044444444444444446	0.07822222222222222	0.0	0.11855555555555555	0.0
152|167|16|79|81|89|116|171|184|195	0.0	0.0	0.0221	0.1343	0.0	0.0	0.1522
100|26|130|198|5|15|186|35|128|156|183	0.0	0.1487272727272727	0.08572727272727274	0.12481818181818184	0.13572727272727272	0.12472727272727274	0.0
131|134|33|34|77|83|87|88|129|135|194|121	0.0	0.017166666666666667	0.12333333333333334	0.08283333333333333	0.06133333333333332	0.12233333333333334	0.11733333333333333
90|1|27|40|102|103|110|122|166|176|179|190|211|212	0.0	0.0	0.0	0.04785714285714286	0.046214285714285715	0.10085714285714285	0.1325714285714286
67|71|140|2|46|54|59|159|4|70|115|139|150|164	0.0	0.0	0.0	0.03214285714285714	0.0	0.1901428571428572	0.26035714285714284
177|29|39|44|45|108|112|120|141|145|160|174|178|200|206	0.0	0.0	0.08093333333333333	0.05466666666666666	0.056133333333333334	0.0	0.10933333333333334
17|14|55|56|57|165|173|182|196|18|24|43|61|65|96|118|149|151|192|193	0.0	0.0	0.0	0.00995	0.219	0.8274999999999999	0.8154000000000001
72|143|31|97|8|28|32|38|78|98|104|107|119|127|144|157|163|181|185|208|137	0.0	0.0	0.010333333333333333	0.0570952380952381	0.1330952380952381	0.038	0.13314285714285715
75|123|142|114|30|49|58|66|76|82|113|133|169|199|69|73|84|106|111|125|146|168|175|191|209|203	0.0	0.11946153846153848	0.004153846153846155	0.03799999999999999	0.07565384615384615	0.04219230769230769	0.0
210|170|3|6|7|9|10|12|13|36|48|50|53|60|85|91|148|153|172|180|197|201|202|204|205|207|215|216|217	0.0	0.0	0.002	0.4240344827586206	0.4783103448275863	0.9286206896551725	0.9038275862068966
