genotype-25	220	80	119	167
genotype-35	177	5	54	82	138	165	209
genotype-36	164	83	109	34	93	131	140	210
genotype-37	16	170	41	52	117	121	141	195	122
genotype-42	214	63	72	74	89	178	184	197	200	91	114	133	151	155
genotype-2	129
genotype-12	134
genotype-19	156
genotype-20	196
genotype-23	75	171	30
genotype-32	39	108	136	144	192
genotype-24	198	132	146
genotype-27	111	37	204	225
genotype-31	95	107	43	94	137
genotype-34	46	120	35	47	101	154	56
genotype-38	139	38	84	90	118	130	143	148	175
genotype-39	128	31	33	50	116	185	186	187	211	217
genotype-14	163
genotype-28	169	12	102	113
genotype-29	224	172	166	100
genotype-22	142	193
genotype-15	149
genotype-43	180	1	110	32	45	51	59	86	88	96	124	153	176	183	199	219	223
genotype-18	70
genotype-30	205	17	161	168
genotype-40	3	208	40	11	66	181	189	212	221	228
genotype-45	218	6	7	9	13	14	53	55	58	92	98	157	162	179	213	215	216	226	227
genotype-21	60	191
genotype-46	188	145	106	49	135	115	8	36	44	79	85	97	105	112	127	152	190	194	222
genotype-13	99
genotype-44	206	15	19	20	27	48	61	62	67	71	104	158	160	174	182	202	203	126
genotype-17	57
genotype-41	2	123	4	65	73	76	77	147	159	173	69
genotype-10	103
genotype-9	87
genotype-33	10	42	64	78	150	207
genotype-6	81
genotype-11	29
genotype-26	18	21	28	201
genotype-16	68
genotype-1	23
genotype-3	24
genotype-4	25
genotype-5	26
genotype-7	125
genotype-8	22
