"","Generation","Identity","Population","Frequency","Group_id","Unique_id"
"34",0.5,"genotype-8",11.925,0.128918918918919,"genotype-8","genotype-8_0.5"
"35",0.5,"genotype-12",4.775,0.0516216216216216,"genotype-12","genotype-12_0.5"
"51",0.5,"genotype-12",4.775,0.0516216216216216,"genotype-12a","genotype-12a_0.5"
"50",0.5,"genotype-8",11.925,0.128918918918919,"genotype-8a","genotype-8a_0.5"
"49",0.5,"genotype-0",29.55,0.319459459459459,"genotype-0a","genotype-0a_0.5"
"65",1,"genotype-0",30.45,0.3045,"genotype-0","genotype-0_1"
"79",1,"genotype-7",0,0,"genotype-7","genotype-7_1"
"95",1,"genotype-7",0,0,"genotype-7a","genotype-7a_1"
"72",1,"genotype-13",0,0,"genotype-13","genotype-13_1"
"67",1,"genotype-4",5.55,0.0555,"genotype-4","genotype-4_1"
"80",1,"genotype-9",0,0,"genotype-9","genotype-9_1"
"78",1,"genotype-6",0,0,"genotype-6","genotype-6_1"
"94",1,"genotype-6",0,0,"genotype-6a","genotype-6a_1"
"77",1,"genotype-5",0,0,"genotype-5","genotype-5_1"
"93",1,"genotype-5",0,0,"genotype-5a","genotype-5a_1"
"76",1,"genotype-3",0,0,"genotype-3","genotype-3_1"
"92",1,"genotype-3",0,0,"genotype-3a","genotype-3a_1"
"74",1,"genotype-15",0,0,"genotype-15","genotype-15_1"
"90",1,"genotype-15",0,0,"genotype-15a","genotype-15a_1"
"71",1,"genotype-11",0,0,"genotype-11","genotype-11_1"
"87",1,"genotype-11",0,0,"genotype-11a","genotype-11a_1"
"70",1,"genotype-1",0,0,"genotype-1","genotype-1_1"
"86",1,"genotype-1",0,0,"genotype-1a","genotype-1a_1"
"73",1,"genotype-14",0,0,"genotype-14","genotype-14_1"
"89",1,"genotype-14",0,0,"genotype-14a","genotype-14a_1"
"75",1,"genotype-2",0,0,"genotype-2","genotype-2_1"
"91",1,"genotype-2",0,0,"genotype-2a","genotype-2a_1"
"96",1,"genotype-9",0,0,"genotype-9a","genotype-9a_1"
"69",1,"genotype-10",1.95,0.0195,"genotype-10","genotype-10_1"
"85",1,"genotype-10",1.95,0.0195,"genotype-10a","genotype-10a_1"
"83",1,"genotype-4",5.55,0.0555,"genotype-4a","genotype-4a_1"
"88",1,"genotype-13",0,0,"genotype-13a","genotype-13a_1"
"66",1,"genotype-8",7.7,0.077,"genotype-8","genotype-8_1"
"68",1,"genotype-12",4.35,0.0435,"genotype-12","genotype-12_1"
"84",1,"genotype-12",4.35,0.0435,"genotype-12a","genotype-12a_1"
"82",1,"genotype-8",7.7,0.077,"genotype-8a","genotype-8a_1"
"81",1,"genotype-0",30.45,0.3045,"genotype-0a","genotype-0a_1"
"97",1.5,"genotype-0",18.4166666666667,0.280314561136479,"genotype-0","genotype-0_1.5"
"111",1.5,"genotype-7",0,0,"genotype-7","genotype-7_1.5"
"127",1.5,"genotype-7",0,0,"genotype-7a","genotype-7a_1.5"
"104",1.5,"genotype-13",0,0,"genotype-13","genotype-13_1.5"
"98",1.5,"genotype-4",4.775,0.0726788432267884,"genotype-4","genotype-4_1.5"
"112",1.5,"genotype-9",0,0,"genotype-9","genotype-9_1.5"
"110",1.5,"genotype-6",0,0,"genotype-6","genotype-6_1.5"
"126",1.5,"genotype-6",0,0,"genotype-6a","genotype-6a_1.5"
"109",1.5,"genotype-5",0,0,"genotype-5","genotype-5_1.5"
"125",1.5,"genotype-5",0,0,"genotype-5a","genotype-5a_1.5"
"108",1.5,"genotype-3",0,0,"genotype-3","genotype-3_1.5"
