genotype-10	genotype-0
genotype-8	genotype-10
genotype-11	genotype-8
genotype-7	genotype-11
genotype-9	genotype-10
genotype-2	genotype-0
genotype-12	genotype-0
genotype-5	genotype-7
genotype-1	genotype-0
genotype-3	genotype-0
genotype-6	genotype-0
genotype-4	genotype-0
