1,2,0.32996,0.075961,0.074
1,3,1.9802e-09,0.1028,0.61675
1,4,0.082849,0.086486,0.15
1,5,0.049786,0.056275,0.1104
1,6,5.499e-10,0.10662,0.6615
1,7,8.0196e-10,0.10587,0.6505
1,8,0.21423,0.058977,0.07325
1,9,6.2935e-10,0.10658,0.659
1,10,5.6899e-08,0.098788,0.53625
1,11,0.068686,0.056029,0.102
1,12,8.3196e-10,0.10637,0.653
1,13,5.4377e-10,0.10599,0.65775
1,14,3.0703e-07,0.089811,0.45975
1,15,0.026471,0.049942,0.11083
1,16,0.38461,0.074762,0.065
1,17,8.121e-07,0.088952,0.43875
1,18,8.1758e-07,0.088976,0.43875
1,19,6.3025e-09,0.10909,0.63367
1,20,6.3025e-09,0.10909,0.63367
1,21,6.3025e-09,0.10909,0.63367
1,22,6.3025e-09,0.10909,0.63367
1,23,6.3025e-09,0.10909,0.63367
1,24,6.9685e-07,0.089073,0.442
1,25,1.342e-12,0.12859,0.91167
1,26,0.018741,0.04559,0.10717
1,27,0.67581,0.057989,0.02425
1,28,0.64017,0.060432,0.02825
1,29,0.22306,0.050065,0.061
1,30,0.11753,0.052709,0.0825
1,31,0.14278,0.052678,0.0772
1,32,0.10716,0.057415,0.0925
1,33,0.1214,0.05294,0.082
1,34,0.43956,0.050974,0.0394
1,35,0.0066906,0.049228,0.1335
1,36,5.3501e-08,0.098497,0.53575
1,37,0.17237,0.049538,0.0676
1,38,0.30751,0.054289,0.0554
1,39,0.22699,0.051525,0.06225
1,40,0.47357,0.083254,0.059667
1,41,0.075202,0.04856,0.0864
1,42,0.094674,0.05481,0.0916
1,43,1.5381e-06,0.087699,0.4215
1,44,0.23399,0.050834,0.0605
1,45,0.25418,0.049112,0.056
1,46,0.70436,0.078184,0.029667
1,47,0.1527,0.050068,0.0716
1,48,1.7576e-09,0.1053,0.63375
1,49,0.16223,0.049943,0.0698
1,50,5.3351e-10,0.10618,0.65925
1,51,0.018892,0.055375,0.13
1,52,0.0041208,0.077559,0.2225
1,53,1.5623e-09,0.10583,0.639
1,54,0.43548,0.084205,0.065667
1,55,5.8904e-06,0.091219,0.41325
1,56,3.3582e-07,0.090207,0.46025
1,57,2.9579e-07,0.088225,0.45225
1,58,0.12923,0.053389,0.081
1,59,0.13895,0.082449,0.122
1,60,3.0909e-08,0.098669,0.54625
1,61,8.7419e-07,0.088348,0.4345
1,62,2.9784e-11,0.10489,0.69725
1,63,0.031646,0.091677,0.197
1,64,0.015648,0.081195,0.19625
1,65,9.8091e-07,0.089114,0.43625
1,66,0.13117,0.052831,0.07975
1,67,0.23199,0.079202,0.094667
1,68,0.089909,0.055871,0.09475
1,69,0.031475,0.051325,0.1104
1,70,0.061605,0.087741,0.164
1,71,0.068996,0.087804,0.15967
1,72,0.14121,0.064739,0.09525
1,73,0.01638,0.045244,0.1086
1,74,1.342e-12,0.12859,0.91167
1,75,0.17704,0.049336,0.0666
1,76,0.14419,0.051871,0.07575
1,77,0.42052,0.064555,0.052
1,78,0.17748,0.053576,0.07225
1,79,0.38843,0.057103,0.04925
1,80,2.5002e-13,0.099093,0.72525
1,81,0.61156,0.069575,0.035333
1,82,0.15037,0.052147,0.075
1,83,0.37411,0.065538,0.05825
1,84,0.020855,0.043798,0.1012
1,85,1.9434e-10,0.086965,0.5536
1,86,0.20432,0.059874,0.076
1,87,0.31239,0.054048,0.0546
1,88,0.31879,0.053764,0.0536
1,89,0.55632,0.070824,0.041667
1,90,0.14626,0.054719,0.0795
1,91,7.5977e-10,0.10661,0.656
1,92,0.035914,0.071857,0.15075
1,93,0.022874,0.066974,0.1524
1,94,0.1131,0.054027,0.0856
1,95,0.1852,0.050721,0.0672
1,96,1.4162e-06,0.088021,0.4245
1,97,0.13949,0.055323,0.08175
1,98,0.11039,0.057001,0.091
1,99,0.10023,0.060472,0.0994
1,100,0.023048,0.050529,0.11483
1,101,0.20953,0.059569,0.07475
1,102,0.57334,0.081092,0.045667
1,103,0.37982,0.056649,0.04975
1,104,0.31356,0.059041,0.0595
1,105,0.10027,0.054638,0.0898
1,106,0.027845,0.041919,0.0922
1,107,0.53924,0.061486,0.03775
1,108,0.2695,0.048723,0.0538
1,109,0.087782,0.053186,0.0908
1,110,0.61859,0.068294,0.034
1,111,0.019525,0.04419,0.1032
1,112,0.17908,0.053401,0.07175
1,113,0.20692,0.047224,0.0596
1,114,0.044304,0.041435,0.083333
1,115,0.081789,0.086379,0.15033
1,116,0.35567,0.075787,0.07
1,117,6.3025e-09,0.10909,0.63367
1,118,6.4972e-06,0.086983,0.39225
1,119,0.3973,0.056411,0.04775
1,120,0.23727,0.050557,0.05975
1,121,0.035818,0.055185,0.11583
1,122,0.53635,0.070619,0.043667
1,123,0.12189,0.053171,0.08225
1,124,0.024202,0.042859,0.0966
1,125,0.019159,0.044313,0.1038
1,126,1.2212e-15,0.091505,0.7318
1,127,0.17692,0.053506,0.07225
1,128,0.021111,0.05081,0.11717
1,129,0.31603,0.054057,0.0542
1,130,0.077038,0.054068,0.0956
1,131,0.26509,0.059895,0.06675
1,132,0.090068,0.055456,0.094
1,133,0.14949,0.05037,0.0726
1,134,0.23698,0.068918,0.0815
1,135,0.61565,0.060753,0.0305
1,136,0.027515,0.058889,0.1298
1,137,0.090899,0.058113,0.09825
1,138,0.0079931,0.048938,0.1298
1,139,0.079971,0.086815,0.152
1,140,0.36811,0.074813,0.067333
1,141,0.63848,0.066691,0.031333
1,142,0.025154,0.042608,0.0954
1,143,0.1824,0.053435,0.07125
1,144,0.46852,0.063458,0.046
1,145,0.25502,0.047793,0.0544
1,146,0.026315,0.042313,0.094
1,147,0.0010178,0.055343,0.18183
1,148,6.7399e-10,0.10564,0.652
1,149,7.6034e-07,0.088468,0.4375
1,150,0.085796,0.085564,0.147
1,151,9.4106e-07,0.088813,0.4355
1,152,0.14813,0.083208,0.12033
1,153,8.1992e-10,0.10629,0.65275
1,154,0.019169,0.062077,0.1454
1,155,0.045833,0.059717,0.11925
1,156,0.095796,0.052954,0.0882
1,157,0.18074,0.070789,0.09475
1,158,0.0035252,0.045068,0.1315
1,159,0.35382,0.08628,0.08
1,160,0.16915,0.051639,0.071
1,161,0.12496,0.05136,0.0788
1,162,0.071762,0.057619,0.10375
1,163,0.22819,0.069293,0.0835
1,164,0.055928,0.088931,0.17
1,165,2.6713e-07,0.090034,0.46325
1,166,0.42995,0.073062,0.057667
1,167,0.53957,0.07118,0.043667
1,168,0.030796,0.051118,0.1104
1,169,0.12858,0.053464,0.08125
1,170,3.1346e-09,0.1041,0.61675
1,171,0.60284,0.069828,0.036333
1,172,6.1018e-08,0.098508,0.5335
1,173,2.3342e-07,0.089497,0.46275
1,174,0.6554,0.068718,0.030667
1,175,0.07779,0.045927,0.081
1,176,0.47296,0.054691,0.03925
1,177,0.18856,0.053047,0.06975
1,178,0.26083,0.048736,0.0548
1,179,0.18808,0.062296,0.082
1,180,4.191e-08,0.098584,0.5405
1,181,0.12368,0.056348,0.08675
1,182,1.6657e-06,0.093471,0.44775
1,183,0.021451,0.050871,0.117
1,184,0.22233,0.061662,0.07525
1,185,0.17029,0.053964,0.074
1,186,0.15377,0.050198,0.0716
1,187,0.00032965,0.059986,0.2154
1,188,0.12031,0.054072,0.084
1,189,0.011893,0.046754,0.1176
1,190,0.71118,0.078321,0.029
1,191,0.075027,0.046172,0.0822
1,192,9.1033e-07,0.087931,0.43175
1,193,1.4992e-06,0.08745,0.42075
1,194,0.14297,0.052156,0.0764
1,195,0.26663,0.078319,0.087
1,196,3.6943e-07,0.092052,0.468
1,197,2.4572e-08,0.09908,0.5525
1,198,0.075776,0.054062,0.096
1,199,0.12001,0.051778,0.0805
1,200,0.10063,0.047022,0.0772
1,201,2.7643e-08,0.098457,0.547
1,202,5.8102e-10,0.10685,0.662
1,203,0.033682,0.040587,0.0862
1,204,2.3441e-09,0.10499,0.627
1,205,9.1495e-10,0.10602,0.64925
1,206,0.18629,0.051149,0.0676
1,207,2.1428e-10,0.1064,0.67575
1,208,0.6043,0.061267,0.03175
