genotype-1	1
genotype-4	7
genotype-2	6
genotype-11	3	2
genotype-10	4	8
genotype-3	14
genotype-9	5
genotype-14	13	20	11
genotype-8	16
genotype-13	17	9	19
genotype-6	12
genotype-7	10
genotype-5	15
genotype-12	21	18
